learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
25800.0,43.5710793,0.0,25800.0,82.67829457364341,82.67829457364341,-8025.454545454449,74.58340442472843,25800.0,0.0,10.0,25999.9,544.5147370722749,0.0,0.0,24.200000000000003,0.9043106644167022,12.600000000000001,0.4521553322083511,12.600000000000001,0.4521553322083511,9.400000000000002,0.618241233033047,0.0,0.0,0.0,0.0,1.0,0.0
25920.0,43.9142815,0.0,25920.0,82.6003086419753,82.6003086419753,-8099.999999999911,74.52409196181439,25920.0,0.0,10.0,26112.0,546.356070301736,0.0,0.0,24.4,0.7916228058025278,12.7,0.3958114029012639,12.7,0.3958114029012639,9.5,0.6191391873668903,0.0,0.0,0.0,0.0,1.0,0.0
26040.0,44.2106834,0.0,26040.0,82.6036866359447,82.6036866359447,-8136.363636363585,74.58340346742973,26040.0,0.0,10.0,26189.899999999998,545.9291254366267,0.0,0.0,24.4,0.7916228058025278,12.7,0.3958114029012639,12.7,0.3958114029012639,9.5,0.6191391873668903,0.0,0.0,0.0,0.0,1.0,0.0
26160.0,44.5538856,0.0,26160.0,82.55351681957187,82.55351681957187,-8198.181818181629,74.56389678426126,26160.0,0.0,10.0,26287.4,544.9108020788559,0.0,0.0,24.799999999999997,0.916515138991168,12.899999999999999,0.458257569495584,12.899999999999999,0.458257569495584,9.5,0.6191391873668903,0.0,0.0,0.0,0.0,1.0,0.0
26280.0,44.8502875,0.0,26280.0,82.59893455098934,82.59893455098934,-8214.545454545594,74.6830537562974,26280.0,0.0,10.0,26343.4,544.1006075268717,0.0,0.0,24.799999999999997,0.916515138991168,12.899999999999999,0.458257569495584,12.899999999999999,0.458257569495584,9.5,0.6191391873668903,0.0,0.0,0.0,0.0,1.0,0.0
26400.0,45.1778896,0.0,26400.0,82.55303030303031,82.55303030303031,-8125.000000000161,74.60019852211316,26400.0,0.0,10.0,26550.9,549.2588025896554,0.0,0.0,25.0,0.8944271909999161,13.0,0.44721359549995804,13.0,0.44721359549995804,9.5,0.6191391873668903,0.0,0.0,0.0,0.0,1.0,0.0
26520.0,45.5054917,0.0,26520.0,82.58295625942684,82.58295625942684,-8003.508771929856,74.65430201931518,26520.0,0.0,10.0,26670.4,551.1055393983584,0.0,0.0,25.2,1.0088497300281039,13.1,0.5044248650140519,13.1,0.5044248650140519,9.6,0.6359594676112971,0.0,0.0,0.0,0.0,1.0,0.0
26640.0,45.8174937,0.0,26640.0,82.55630630630631,82.55630630630631,-8052.631578947559,74.66746620148277,26640.0,0.0,10.0,26756.7,549.270405983145,0.0,0.0,25.400000000000002,0.9797958971132711,13.200000000000001,0.48989794855663554,13.200000000000001,0.48989794855663554,9.6,0.6359594676112971,0.0,0.0,0.0,0.0,1.0,0.0
26760.0,46.1450958,0.0,26760.0,82.54857997010463,82.54857997010463,-8092.982456140266,74.7075389948007,26760.0,0.0,10.0,26874.1,551.1742706863834,0.0,0.0,25.400000000000002,0.9797958971132711,13.200000000000001,0.48989794855663554,13.200000000000001,0.48989794855663554,9.6,0.6359594676112971,0.0,0.0,0.0,0.0,1.0,0.0
26880.0,46.4726979,0.0,26880.0,82.54092261904762,82.54092261904762,-8133.3333333333085,74.74709427464485,26880.0,0.0,10.0,26946.0,550.0233530395677,0.0,0.0,25.6,1.0349449797506682,13.3,0.5174724898753341,13.3,0.5174724898753341,9.7,0.6674994798166929,0.0,0.0,0.0,0.0,1.0,0.0
27000.0,46.8003,0.0,27000.0,82.52962962962962,82.52962962962962,-8175.438596491414,74.78079555175364,27000.0,0.0,10.0,27029.399999999998,552.1846752270072,0.0,0.0,25.8,0.9977753031397177,13.4,0.49888765156985887,13.4,0.49888765156985887,9.7,0.6674994798166929,0.0,0.0,0.0,0.0,1.0,0.0
27120.0,47.1435022,0.0,27120.0,82.53318584070797,82.53318584070797,-8067.241379310323,74.70767259330451,27120.0,0.0,10.0,27184.399999999998,553.1841003579992,0.0,0.0,25.8,0.9977753031397177,13.4,0.49888765156985887,13.4,0.49888765156985887,9.7,0.6674994798166929,0.0,0.0,0.0,0.0,1.0,0.0
27240.0,47.4867044,0.0,27240.0,82.56607929515418,82.56607929515418,-8087.931034482654,74.64360083293288,27240.0,0.0,10.0,27385.0,545.2403955035694,0.0,0.0,25.8,0.9977753031397177,13.4,0.49888765156985887,13.4,0.49888765156985887,9.7,0.6674994798166929,0.0,0.0,0.0,0.0,1.0,0.0
27360.0,47.8299066,0.0,27360.0,82.61330409356725,82.61330409356725,-8101.724137930973,74.60088632601848,27360.0,0.0,10.0,27471.0,541.404572488182,0.0,0.0,26.0,0.9545214042184235,13.5,0.47726070210921173,13.5,0.47726070210921173,9.8,0.6798692684790381,0.0,0.0,0.0,0.0,1.0,0.0
27480.0,48.1731088,0.0,27480.0,82.68195050946142,82.68195050946142,-8105.17241379318,74.59020769928986,27480.0,0.0,10.0,27550.9,541.9207496386246,0.0,0.0,26.0,0.9545214042184235,13.5,0.47726070210921173,13.5,0.47726070210921173,9.8,0.6798692684790381,0.0,0.0,0.0,0.0,1.0,0.0
27600.0,48.5007109,0.0,27600.0,82.72826086956522,82.72826086956522,-7979.661016949277,74.63012240553486,27600.0,0.0,10.0,27652.2,544.9273509173289,0.0,0.0,26.0,0.9545214042184235,13.5,0.47726070210921173,13.5,0.47726070210921173,9.8,0.6798692684790381,0.0,0.0,0.0,0.0,1.0,0.0
27720.0,48.828313,0.0,27720.0,82.77056277056278,82.77056277056278,-7994.91525423743,74.74352194606027,27720.0,0.0,10.0,27746.899999999998,547.0733538059081,0.0,0.0,26.200000000000003,0.9977753031397174,13.600000000000001,0.4988876515698587,13.600000000000001,0.4988876515698587,9.9,0.7371114795831993,0.0,0.0,0.0,0.0,1.0,0.0
27840.0,49.1871153,0.0,27840.0,82.70474137931035,82.70474137931035,-8061.016949152683,74.69784550709406,27840.0,0.0,10.0,28002.3,551.7425939693255,0.0,0.0,26.4,0.8969082698049139,13.7,0.44845413490245695,13.7,0.44845413490245695,9.9,0.7371114795831993,0.0,0.0,0.0,0.0,1.0,0.0
27960.0,49.5459176,0.0,27960.0,82.6931330472103,82.6931330472103,-8101.6949152543675,74.73107049608353,27960.0,0.0,10.0,28158.1,554.0355875051911,0.0,0.0,26.799999999999997,0.813770374382247,13.899999999999999,0.4068851871911235,13.899999999999999,0.4068851871911235,10.099999999999998,0.6904105059069325,0.0,0.0,0.0,0.0,1.0,0.0
28080.0,49.8891198,0.0,28080.0,82.73148148148148,82.73148148148148,-7981.666666666695,74.69734919640993,28080.0,0.0,10.0,28277.9,554.195842840978,0.0,0.0,27.0,0.7888106377466152,14.0,0.3944053188733076,14.0,0.3944053188733076,10.2,0.69602043392737,0.0,0.0,0.0,0.0,1.0,0.0
28200.0,50.2011218,0.0,28200.0,82.7872340425532,82.7872340425532,-7857.377049180326,74.74111463808086,28200.0,0.0,10.0,28359.1,551.9111532766038,0.0,0.0,27.0,0.7888106377466152,14.0,0.3944053188733076,14.0,0.3944053188733076,10.2,0.69602043392737,0.0,0.0,0.0,0.0,1.0,0.0
28320.0,50.5287239,0.0,28320.0,82.8177966101695,82.8177966101695,-7877.049180327883,74.83580700212029,28320.0,0.0,10.0,28433.5,550.787784299301,0.0,0.0,27.0,0.7888106377466152,14.0,0.3944053188733076,14.0,0.3944053188733076,10.2,0.69602043392737,0.0,0.0,0.0,0.0,1.0,0.0
28440.0,50.856326,0.0,28440.0,82.88677918424754,82.88677918424754,-7878.688524590213,74.98586626920903,28440.0,0.0,10.0,28527.3,550.6001584130214,0.0,0.0,27.0,0.7888106377466152,14.0,0.3944053188733076,14.0,0.3944053188733076,10.2,0.69602043392737,0.0,0.0,0.0,0.0,1.0,0.0
28560.0,51.1995282,0.0,28560.0,82.92366946778712,82.92366946778712,-7895.08196721314,75.08811360269705,28560.0,0.0,10.0,28636.2,553.8709396400732,0.0,0.0,27.0,0.7888106377466152,14.0,0.3944053188733076,14.0,0.3944053188733076,10.2,0.69602043392737,0.0,0.0,0.0,0.0,1.0,0.0
28680.0,51.5583305,0.0,28680.0,82.8905160390516,82.8905160390516,-7944.262295081855,75.08757678834341,28680.0,0.0,10.0,28751.3,556.2259742626593,0.0,0.0,27.599999999999998,0.6000000000000001,14.299999999999999,0.30000000000000004,14.299999999999999,0.30000000000000004,10.299999999999999,0.7,0.0,0.0,0.0,0.0,1.0,0.0
28800.0,51.8703325,0.0,28800.0,82.91666666666667,82.91666666666667,-7835.483870967727,75.0671464045001,28800.0,0.0,10.0,28894.100000000002,560.1904924021629,0.0,0.0,27.599999999999998,0.6000000000000001,14.299999999999999,0.30000000000000004,14.299999999999999,0.30000000000000004,10.299999999999999,0.7,0.0,0.0,0.0,0.0,1.0,0.0
28920.0,52.260335,0.0,28920.0,82.95988934993085,82.95988934993085,-7848.38709677422,75.02660517914154,28920.0,0.0,10.0,29028.0,562.9385796376407,0.0,0.0,28.2,0.5333333333333334,14.6,0.2666666666666667,14.6,0.2666666666666667,10.4,0.7180219742846004,0.0,0.0,0.0,0.0,1.0,0.0
29040.0,52.6347374,0.0,29040.0,82.99586776859505,82.99586776859505,-7738.095238095072,74.97846465670129,29040.0,0.0,10.0,29115.0,562.9543300995009,0.0,0.0,28.4,0.6699917080747261,14.7,0.33499585403736304,14.7,0.33499585403736304,10.499999999999998,0.7781745019952501,0.0,0.0,0.0,0.0,1.0,0.0
29160.0,52.9779396,0.0,29160.0,83.04183813443072,83.04183813443072,-7749.206349206154,75.09443465122135,29160.0,0.0,10.0,29229.0,563.2311741687914,0.0,0.0,28.4,0.6699917080747261,14.7,0.33499585403736304,14.7,0.33499585403736304,10.499999999999998,0.7781745019952501,0.0,0.0,0.0,0.0,1.0,0.0
29280.0,53.3367419,0.0,29280.0,83.04303278688525,83.04303278688525,-7780.952380952273,75.14392991239049,29280.0,0.0,10.0,29313.500000000004,563.1766695372874,0.0,0.0,28.599999999999998,0.6531972647421808,14.799999999999999,0.3265986323710904,14.799999999999999,0.3265986323710904,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
29400.0,53.6955442,0.0,29400.0,83.02721088435374,83.02721088435374,-7820.634920635031,75.16795222692213,29400.0,0.0,10.0,29437.3,563.5342649544725,0.0,0.0,28.799999999999997,0.7571877794400365,14.899999999999999,0.37859388972001823,14.899999999999999,0.37859388972001823,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
29520.0,54.0387464,0.0,29520.0,83.03184281842817,83.03184281842817,-7850.793650793852,75.22137026960178,29520.0,0.0,10.0,29542.8,565.2511496867762,0.0,0.0,28.799999999999997,0.7571877794400365,14.899999999999999,0.37859388972001823,14.899999999999999,0.37859388972001823,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
29640.0,54.3975487,0.0,29640.0,83.04993252361673,83.04993252361673,-7750.000000000007,75.2682878802796,29640.0,0.0,10.0,29644.3,565.0949979133302,0.0,0.0,28.799999999999997,0.7571877794400365,14.899999999999999,0.37859388972001823,14.899999999999999,0.37859388972001823,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
29760.0,54.7719511,0.0,29760.0,83.08803763440861,83.08803763440861,-7764.062499999843,75.22398345968298,29760.0,0.0,10.0,29810.3,568.6175447717227,0.0,0.0,29.0,0.7302967433402214,15.0,0.3651483716701107,15.0,0.3651483716701107,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
29880.0,55.1619536,0.0,29880.0,83.12248995983936,83.12248995983936,-7779.687499999982,75.17475632568673,29880.0,0.0,10.0,30000.800000000003,572.9268287583599,0.0,0.0,29.4,0.7180219742846004,15.2,0.3590109871423002,15.2,0.3590109871423002,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,55.5519561,0.0,30000.0,83.16,83.16,-7672.3076923077515,75.16346295659015,30000.0,0.0,10.0,30175.199999999997,580.2264845156013,0.0,0.0,29.4,0.7180219742846004,15.2,0.3590109871423002,15.2,0.3590109871423002,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
30120.0,55.8951583,0.0,30120.0,83.21381142098274,83.21381142098274,-7678.461538461548,75.28957528957527,30120.0,0.0,10.0,30240.299999999996,579.3314163758083,0.0,0.0,29.6,0.7333333333333328,15.3,0.3666666666666664,15.3,0.3666666666666664,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
30240.0,56.2695607,0.0,30240.0,83.2473544973545,83.2473544973545,-7693.846153846047,75.38506389388272,30240.0,0.0,10.0,30351.5,577.0984366254648,0.0,0.0,29.6,0.7333333333333328,15.3,0.3666666666666664,15.3,0.3666666666666664,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
30360.0,56.6127629,0.0,30360.0,83.28722002635047,83.28722002635047,-7706.1538461539585,75.48910680643446,30360.0,0.0,10.0,30420.4,575.7516864451587,0.0,0.0,29.6,0.7333333333333328,15.3,0.3666666666666664,15.3,0.3666666666666664,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
30480.0,56.9715652,0.0,30480.0,83.25787401574803,83.25787401574803,-7750.769230769381,75.49109072570963,30480.0,0.0,10.0,30561.3,577.5813757000442,0.0,0.0,29.6,0.7333333333333328,15.3,0.3666666666666664,15.3,0.3666666666666664,10.6,0.8055363982396381,0.0,0.0,0.0,0.0,1.0,0.0
30600.0,57.3771678,0.0,30600.0,83.23202614379085,83.23202614379085,-7674.242424242291,75.43448077751711,30600.0,0.0,10.0,30733.2,578.4453071236148,0.0,0.0,30.200000000000003,0.997775303139717,15.600000000000001,0.4988876515698585,15.600000000000001,0.4988876515698585,10.7,0.8698658900466593,0.0,0.0,0.0,0.0,1.0,0.0
30720.0,57.7827704,0.0,30720.0,83.26822916666666,83.26822916666666,-7687.878787878628,75.39139177478815,30720.0,0.0,10.0,30866.6,580.1224430143079,0.0,0.0,30.200000000000003,0.997775303139717,15.600000000000001,0.4988876515698585,15.600000000000001,0.4988876515698585,10.7,0.8698658900466593,0.0,0.0,0.0,0.0,1.0,0.0
30840.0,58.1571728,0.0,30840.0,83.30090791180285,83.30090791180285,-7703.0303030303285,75.34351510508928,30840.0,0.0,10.0,30978.3,581.1753044000101,0.0,0.0,30.200000000000003,0.997775303139717,15.600000000000001,0.4988876515698585,15.600000000000001,0.4988876515698585,10.7,0.8698658900466593,0.0,0.0,0.0,0.0,1.0,0.0
30960.0,58.5471753,0.0,30960.0,83.34302325581395,83.34302325581395,-7597.014925373226,75.32299741602067,30960.0,0.0,10.0,31093.3,582.5086751857579,0.0,0.0,30.6,0.9333333333333332,15.8,0.4666666666666666,15.8,0.4666666666666666,10.9,0.9,0.0,0.0,0.0,0.0,1.0,0.0
31080.0,58.9215777,0.0,31080.0,83.3944658944659,83.3944658944659,-7602.985074626688,75.44485678941861,31080.0,0.0,10.0,31141.1,581.2885772144502,0.0,0.0,30.6,0.9333333333333332,15.8,0.4666666666666666,15.8,0.4666666666666666,10.9,0.9,0.0,0.0,0.0,0.0,1.0,0.0
31200.0,59.3115802,0.0,31200.0,83.42948717948718,83.42948717948718,-7616.417910447628,75.54167849370802,31200.0,0.0,10.0,31192.1,580.729645455707,0.0,0.0,30.799999999999997,0.9637888196533975,15.899999999999999,0.48189440982669873,15.899999999999999,0.48189440982669873,10.9,0.9,0.0,0.0,0.0,0.0,1.0,0.0
31320.0,59.6703825,0.0,31320.0,83.47062579821201,83.47062579821201,-7626.865671641713,75.6468153165867,31320.0,0.0,10.0,31244.599999999995,580.0714936779585,0.0,0.0,30.799999999999997,0.9637888196533975,15.899999999999999,0.48189440982669873,15.899999999999999,0.48189440982669873,10.9,0.9,0.0,0.0,0.0,0.0,1.0,0.0
31440.0,60.0291848,0.0,31440.0,83.47010178117048,83.47010178117048,-7656.716417910568,75.68996164281035,31440.0,0.0,10.0,31335.199999999997,580.6980818137961,0.0,0.0,30.799999999999997,0.9637888196533975,15.899999999999999,0.48189440982669873,15.899999999999999,0.48189440982669873,10.9,0.9,0.0,0.0,0.0,0.0,1.0,0.0
31560.0,60.4035872,0.0,31560.0,83.44740177439796,83.44740177439796,-7697.014925373209,75.70006512233695,31560.0,0.0,10.0,31475.9,581.3280666810361,0.0,0.0,31.0,0.9888264649460882,16.0,0.4944132324730441,16.0,0.4944132324730441,11.0,0.8819171036881968,0.0,0.0,0.0,0.0,1.0,0.0
31680.0,60.8091898,0.0,31680.0,83.45959595959596,83.45959595959596,-7605.8823529412775,75.63470659350878,31680.0,0.0,10.0,31609.7,583.2308300416836,0.0,0.0,31.0,0.9888264649460882,16.0,0.4944132324730441,16.0,0.4944132324730441,11.0,0.8819171036881968,0.0,0.0,0.0,0.0,1.0,0.0
31800.0,61.2147924,0.0,31800.0,83.5062893081761,83.5062893081761,-7613.2352941178115,75.61145726773923,31800.0,0.0,10.0,31703.0,583.5635545698706,0.0,0.0,31.0,0.9888264649460882,16.0,0.4944132324730441,16.0,0.4944132324730441,11.0,0.8819171036881968,0.0,0.0,0.0,0.0,1.0,0.0
31920.0,61.620395,0.0,31920.0,83.54949874686717,83.54949874686717,-7510.144927536362,75.6763016490643,31920.0,0.0,10.0,31774.8,584.254792211602,0.0,0.0,31.0,0.9888264649460882,16.0,0.4944132324730441,16.0,0.4944132324730441,11.0,0.8819171036881968,0.0,0.0,0.0,0.0,1.0,0.0
32040.0,62.0103975,0.0,32040.0,83.5892634207241,83.5892634207241,-7520.289855072505,75.77851483324119,32040.0,0.0,10.0,31822.7,583.3398675824506,0.0,0.0,31.0,0.9888264649460882,16.0,0.4944132324730441,16.0,0.4944132324730441,11.0,0.8819171036881968,0.0,0.0,0.0,0.0,1.0,0.0
32160.0,62.4316002,0.0,32160.0,83.64116915422886,83.64116915422886,-7524.637681159601,75.89792926516401,32160.0,0.0,10.0,31895.1,583.2482690358654,0.0,0.0,31.2,0.9637888196533972,16.1,0.4818944098266986,16.1,0.4818944098266986,11.1,0.9,0.0,0.0,0.0,0.0,1.0,0.0
32280.0,62.8372028,0.0,32280.0,83.68029739776952,83.68029739776952,-7534.782608695696,75.99781301257518,32280.0,0.0,10.0,31976.1,582.948967654021,0.0,0.0,31.2,0.9637888196533972,16.1,0.4818944098266986,16.1,0.4818944098266986,11.1,0.9,0.0,0.0,0.0,0.0,1.0,0.0
32400.0,63.2584055,0.0,32400.0,83.65123456790123,83.65123456790123,-7576.811594203034,75.99691861518941,32400.0,0.0,10.0,32154.5,584.9434018204952,0.0,0.0,31.400000000000002,1.0241527663824808,16.2,0.5120763831912405,16.2,0.5120763831912405,11.2,0.9404490653110588,0.0,0.0,0.0,0.0,1.0,0.0
32520.0,63.6952083,0.0,32520.0,83.67773677736777,83.67773677736777,-7592.7536231884105,76.07715882458986,32520.0,0.0,10.0,32243.400000000005,583.9741470685533,0.0,0.0,31.400000000000002,1.0241527663824808,16.2,0.5120763831912405,16.2,0.5120763831912405,11.2,0.9404490653110588,0.0,0.0,0.0,0.0,1.0,0.0
32640.0,64.1320111,0.0,32640.0,83.60600490196079,83.60600490196079,-7544.285714285543,75.98186633152294,32640.0,0.0,10.0,32451.4,589.1861467783808,0.0,0.0,31.400000000000002,1.0241527663824808,16.2,0.5120763831912405,16.2,0.5120763831912405,11.2,0.9404490653110588,0.0,0.0,0.0,0.0,1.0,0.0
32760.0,64.5688139,0.0,32760.0,83.58669108669109,83.58669108669109,-7581.428571428597,75.86516450469051,32760.0,0.0,10.0,32724.6,599.2202006682426,0.0,0.0,31.400000000000002,1.0241527663824808,16.2,0.5120763831912405,16.2,0.5120763831912405,11.2,0.9404490653110588,0.0,0.0,0.0,0.0,1.0,0.0
32880.0,64.9900166,0.0,32880.0,83.63746958637469,83.63746958637469,-7477.464788732216,75.93702477860272,32880.0,0.0,10.0,32787.1,598.8972913242767,0.0,0.0,31.400000000000002,1.0241527663824808,16.2,0.5120763831912405,16.2,0.5120763831912405,11.2,0.9404490653110588,0.0,0.0,0.0,0.0,1.0,0.0
33000.0,65.4112193,0.0,33000.0,83.66969696969697,83.66969696969697,-7490.14084507051,76.02544710383486,33000.0,0.0,10.0,32853.2,597.6394267821063,0.0,0.0,31.400000000000002,1.0241527663824808,16.2,0.5120763831912405,16.2,0.5120763831912405,11.2,0.9404490653110588,0.0,0.0,0.0,0.0,1.0,0.0
33120.0,65.8480221,0.0,33120.0,83.66243961352657,83.66243961352657,-7521.126760563286,76.05540313302063,33120.0,0.0,10.0,32969.5,599.4602433300588,0.0,0.0,31.599999999999998,0.9451631252505218,16.3,0.47258156262526085,16.3,0.47258156262526085,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33240.0,66.2848249,0.0,33240.0,83.59506618531888,83.59506618531888,-7580.281690141004,75.99700677876572,33240.0,0.0,10.0,33088.9,599.7736878745739,0.0,0.0,31.599999999999998,0.9451631252505218,16.3,0.47258156262526085,16.3,0.47258156262526085,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33360.0,66.7372278,0.0,33360.0,83.52817745803357,83.52817745803357,-7531.944444444573,75.91180080659299,33360.0,0.0,10.0,33273.700000000004,605.1243774813756,0.0,0.0,31.799999999999997,1.0413666234542207,16.4,0.5206833117271104,16.4,0.5206833117271104,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33480.0,67.1740306,0.0,33480.0,83.55137395459977,83.55137395459977,-7548.611111110959,75.85919691390498,33480.0,0.0,10.0,33434.3,612.7024663098905,0.0,0.0,31.799999999999997,1.0413666234542207,16.4,0.5206833117271104,16.4,0.5206833117271104,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33600.0,67.5952333,0.0,33600.0,83.60714285714286,83.60714285714286,-7445.205479452197,75.91604722343682,33600.0,0.0,10.0,33493.1,612.6581147390083,0.0,0.0,31.799999999999997,1.0413666234542207,16.4,0.5206833117271104,16.4,0.5206833117271104,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33720.0,68.0008359,0.0,33720.0,83.6447212336892,83.6447212336892,-7454.794520547904,76.01130926489778,33720.0,0.0,10.0,33560.2,613.0266225866543,0.0,0.0,31.799999999999997,1.0413666234542207,16.4,0.5206833117271104,16.4,0.5206833117271104,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33840.0,68.4220386,0.0,33840.0,83.67612293144208,83.67612293144208,-7467.123287671395,76.09692773691043,33840.0,0.0,10.0,33645.1,616.4953717047138,0.0,0.0,31.799999999999997,1.0413666234542207,16.4,0.5206833117271104,16.4,0.5206833117271104,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
33960.0,68.8276412,0.0,33960.0,83.71908127208481,83.71908127208481,-7473.972602739595,76.19888075764098,33960.0,0.0,10.0,33715.80000000001,617.3340136785304,0.0,0.0,31.799999999999997,1.0413666234542207,16.4,0.5206833117271104,16.4,0.5206833117271104,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
34080.0,69.2800441,0.0,34080.0,83.70305164319248,83.70305164319248,-7508.219178082188,76.21413276231262,34080.0,0.0,10.0,33844.0,620.9691529286208,0.0,0.0,32.0,1.0,16.5,0.5,16.5,0.5,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
34200.0,69.7012468,0.0,34200.0,83.69883040935673,83.69883040935673,-7536.986301369693,76.24627183638688,34200.0,0.0,10.0,33944.899999999994,622.9865425691174,0.0,0.0,32.0,1.0,16.5,0.5,16.5,0.5,11.3,0.9433981132056602,0.0,0.0,0.0,0.0,1.0,0.0
34320.0,70.1536497,0.0,34320.0,83.67715617715618,83.67715617715618,-7470.27027027044,76.1485076851024,34320.0,0.0,10.0,34116.799999999996,622.6379508010879,0.0,0.0,32.2,0.9521904571390466,16.599999999999998,0.47609522856952335,16.599999999999998,0.47609522856952335,11.4,0.9092121131323905,0.0,0.0,0.0,0.0,1.0,0.0
34440.0,70.6372528,0.0,34440.0,83.71951219512195,83.71951219512195,-7477.027027027208,76.12721931281133,34440.0,0.0,10.0,34225.5,623.1172397265576,0.0,0.0,32.800000000000004,1.0934146311237813,16.900000000000002,0.5467073155618906,16.900000000000002,0.5467073155618906,11.5,0.8975274678557505,0.0,0.0,0.0,0.0,1.0,0.0
34560.0,71.0584555,0.0,34560.0,83.77314814814815,83.77314814814815,-7478.378378378243,76.12296163835315,34560.0,0.0,10.0,34308.399999999994,618.6556608216451,0.0,0.0,32.800000000000004,1.0934146311237813,16.900000000000002,0.5467073155618906,16.900000000000002,0.5467073155618906,11.5,0.8975274678557505,0.0,0.0,0.0,0.0,1.0,0.0
34680.0,71.4796582,0.0,34680.0,83.81487889273357,83.81487889273357,-7383.999999999979,76.21005340340766,34680.0,0.0,10.0,34381.29999999999,619.8957268946307,0.0,0.0,32.800000000000004,1.0934146311237813,16.900000000000002,0.5467073155618906,16.900000000000002,0.5467073155618906,11.5,0.8975274678557505,0.0,0.0,0.0,0.0,1.0,0.0
34800.0,71.9008609,0.0,34800.0,83.83908045977012,83.83908045977012,-7398.666666666509,76.28405161507969,34800.0,0.0,10.0,34444.5,619.1166332409069,0.0,0.0,32.800000000000004,1.0934146311237813,16.900000000000002,0.5467073155618906,16.900000000000002,0.5467073155618906,11.5,0.8975274678557505,0.0,0.0,0.0,0.0,1.0,0.0
34920.0,72.3220636,0.0,34920.0,83.8774341351661,83.8774341351661,-7406.6666666666915,76.37828312494756,34920.0,0.0,10.0,34524.799999999996,621.0690568152089,0.0,0.0,32.800000000000004,1.0934146311237813,16.900000000000002,0.5467073155618906,16.900000000000002,0.5467073155618906,11.5,0.8975274678557505,0.0,0.0,0.0,0.0,1.0,0.0
35040.0,72.7744665,0.0,35040.0,83.8898401826484,83.8898401826484,-7426.6666666664905,76.43399849711948,35040.0,0.0,10.0,34672.0,621.5558971913412,0.0,0.0,33.0,1.0749676997731397,16.999999999999996,0.5374838498865703,16.999999999999996,0.5374838498865703,11.5,0.8975274678557505,0.0,0.0,0.0,0.0,1.0,0.0
35160.0,73.2268694,0.0,35160.0,83.88509670079635,83.88509670079635,-7454.66666666685,76.46423527457007,35160.0,0.0,10.0,34823.6,623.9537411628456,0.0,0.0,33.2,1.1718930554164628,17.1,0.5859465277082315,17.1,0.5859465277082315,11.6,0.9568466729604882,0.0,0.0,0.0,0.0,1.0,0.0
35280.0,73.6636722,0.0,35280.0,83.83503401360545,83.83503401360545,-7504.000000000138,76.42804000991981,35280.0,0.0,10.0,34968.4,622.0187957145846,0.0,0.0,33.2,1.1718930554164628,17.1,0.5859465277082315,17.1,0.5859465277082315,11.6,0.9568466729604882,0.0,0.0,0.0,0.0,1.0,0.0
35400.0,74.1316752,0.0,35400.0,83.84463276836158,83.84463276836158,-7424.999999999859,76.3921568627451,35400.0,0.0,10.0,35171.100000000006,633.7094400783727,0.0,0.0,33.4,1.2927146286443543,17.2,0.6463573143221772,17.2,0.6463573143221772,11.6,0.9568466729604882,0.0,0.0,0.0,0.0,1.0,0.0
